x,y,embalse_nombre,demarcación_hidrografica,cauce,google,openstreetmap,wikidata,image,imagen,uso,provincia,coordenadas
36.1536149680001,-5.64973106899993,ALMODOVAR,GUADALETE Y BARBATE,RÍO ALMODÓVAR,,,https://www.wikidata.org/wiki/Q5369429,,,"Abastecimiento,Defensa frente avenidas",Cádiz,"36.1536149680001,-5.64973106899993"
42.7228732190001,-0.462683542999969,IBON DE IP,EBRO,BARRANCO DE IP,,,https://www.wikidata.org/wiki/Q23999337,,,Hidroeléctrico,Huesca,"42.7228732190001,-0.462683542999969"
38.095561881,-3.83109787299998,ZOCUECA,GUADALQUIVIR,RÍO  RUMBLAR,,,,,,"Abastecimiento,Defensa frente avenidas",Jaén,"38.095561881,-3.83109787299998"
43.277117956,-1.77374675199997,SAN ANTON,CANTABRICO ORIENTAL,RIO ENDARA,,,,,,Abastecimiento,Navarra,"43.277117956,-1.77374675199997"
38.0602631900001,-1.48765333199998,"CIERVA, LA",SEGURA,RIO MULA,,,https://www.wikidata.org/wiki/Q107738426,,,"Abastecimiento,Defensa frente avenidas",Murcia,"38.0602631900001,-1.48765333199998"
42.7450247100001,-0.352936039999975,ESCARRA,EBRO,RÍO ESCARRA,,,https://www.wikidata.org/wiki/Q95675526,,,Abastecimiento,Huesca,"42.7450247100001,-0.352936039999975"
38.738908709,-4.80134611699998,CASTILSERAS,GUADIANA,RIO VALDEAZOGUES,,,,,,"Abastecimiento,Defensa frente avenidas",Ciudad Real,"38.738908709,-4.80134611699998"
41.133459546,0.958540952000021,RIUDECANYES,CUENCAS INTERNAS DE CATALUÑA,RIERA DE RIUDECANYES,,,,,,"Abastecimiento,Defensa frente avenidas",Tarragona,"41.133459546,0.958540952000021"
42.916911187,-2.23343148499993,URDALUR,EBRO,RÍO ALTZANIA,,,,,,Abastecimiento,Navarra,"42.916911187,-2.23343148499993"
41.403921299,-5.27303186899996,SAN JOSE,DUERO,RÍO DUERO,,,,,,"Abastecimiento,Defensa frente avenidas",Valladolid,"41.403921299,-5.27303186899996"
39.1511076260001,-6.41827824299997,BOQUERON,GUADIANA,REGATO DEL ROSAL,,,,,,Abastecimiento,Badajoz,"39.1511076260001,-6.41827824299997"
37.8754537890001,-1.31662193299996,JOSE BAUTISTA,SEGURA,RIO GUADALENTIN O SANGONERA,,,,,,Abastecimiento,Murcia,"37.8754537890001,-1.31662193299996"
37.8776016350001,-1.32124601899994,JOSE BAUTISTA,SEGURA,RIO GUADALENTIN O SANGONERA,,,,,,Abastecimiento,Murcia,"37.8776016350001,-1.32124601899994"
42.4527079760001,-7.71396403899996,SAN PEDRO,MIÑO-SIL,RÍO SIL,https://www.google.com/search?kgmid=/g/11p4cqtf9c,,https://www.wikidata.org/wiki/Q105729417,,,"Hidroeléctrico,Abastecimiento",Lugo,"42.4527079760001,-7.71396403899996"
39.974474851,-2.73818245399997,CAMPOS DEL PARAISO,GUADIANA,RIO DE VALDEJUDIOS,,,,,,Abastecimiento,Cuenca,"39.974474851,-2.73818245399997"
40.8732344370001,-5.49557555299998,VILLAGONZALO,DUERO,RÍO TORMES,https://www.google.com/search?kgmid=/g/122wtfys,,https://www.wikidata.org/wiki/Q5678462,Azud de Villagonzalo 02.jpg,https://commons.wikimedia.org/wiki/File:Azud_de_Villagonzalo_02.jpg,"Abastecimiento,Industrial,Hidroeléctrico,Ganadero,Defensa frente avenidas",Salamanca,"40.8732344370001,-5.49557555299998"
39.8898591060001,-0.524556912999969,"REGAJO, EL",JUCAR,RIU PALANCIA,,,,,,"Abastecimiento,Defensa frente avenidas","Castelló,Castellón","39.8898591060001,-0.524556912999969"
39.237347379,-5.47071172699998,CUBILAR,GUADIANA,RIO CUBILAR,,,,,,"Abastecimiento,Defensa frente avenidas",Cáceres,"39.237347379,-5.47071172699998"
37.2991506870001,-4.67681989599993,MALPASILLO JAUJA,GUADALQUIVIR,RÍO  GENIL,,,,,,"Hidroeléctrico,Ganadero,Defensa frente avenidas",Córdoba,"37.2991506870001,-4.67681989599993"
39.996548874,-4.84137628499997,"PORTIÑA, LA",TAJO,ARROYO DE LA PORTIÑA,,,https://www.wikidata.org/wiki/Q52673428,La Portiña.jpg,https://commons.wikimedia.org/wiki/File:La_Portiña.jpg,Abastecimiento,Toledo,"39.996548874,-4.84137628499997"
42.608002556,-8.61626161099997,CALDAS DE REIS,GALICIA-COSTA,RÍO UMIA,,,,,,"Abastecimiento,Ganadero,Defensa frente avenidas",Pontevedra,"42.608002556,-8.61626161099997"
39.787914266,-0.37682482699995,ALGAR,JUCAR,RIU PALANCIA,,,,,,"Abastecimiento,Defensa frente avenidas","València,Valencia","39.787914266,-0.37682482699995"
40.6897420190001,-4.47398559699997,SERONES,DUERO,RÍO VOLTOYA,,,,,,Abastecimiento,Ávila,"40.6897420190001,-4.47398559699997"
38.0435042350001,-2.95222543699992,AGUASCEBAS,GUADALQUIVIR,ARROYO DE LAS AGUASCEBAS CHICO,,,,,,Abastecimiento,Jaén,"38.0435042350001,-2.95222543699992"
42.5003709690001,0.991459934000034,SALLENTE,EBRO,BARRANC DE LA LORA,,,,,,Abastecimiento,Lleida,"42.5003709690001,0.991459934000034"
40.01298709,-4.70624804799996,CAZALEGAS,TAJO,RÍO ALBERCHE,https://www.google.com/search?kgmid=/g/11dfr4j268,,https://www.wikidata.org/wiki/Q30278314,Vista aerea Embalse Cazalegas 1.jpg,https://commons.wikimedia.org/wiki/File:Vista_aerea_Embalse_Cazalegas_1.jpg,"Abastecimiento,Defensa frente avenidas",Toledo,"40.01298709,-4.70624804799996"
42.5422861970001,1.04058219400002,LAGO NEGRO,EBRO,,,,,,,"Abastecimiento,Defensa frente avenidas",Lleida,"42.5422861970001,1.04058219400002"
41.294686266,-1.08744698599997,"TORCAS, LAS",EBRO,RÍO HUERVA,,,https://www.wikidata.org/wiki/Q23991169,Pantano de las Torcas - panoramio.jpg,https://commons.wikimedia.org/wiki/File:Pantano_de_las_Torcas_-_panoramio.jpg,"Abastecimiento,Defensa frente avenidas",Zaragoza,"41.294686266,-1.08744698599997"
40.244500658,-2.83518801499997,"BUJEDA, LA",TAJO,SIN NOMBRE,,,,,,"Abastecimiento,Defensa frente avenidas",Guadalajara,"40.244500658,-2.83518801499997"
39.6252768730001,-4.38550029999993,"TORCON, EL",TAJO,ARROYO DEL TORCÓN,,,,,,Abastecimiento,Toledo,"39.6252768730001,-4.38550029999993"
38.8679274180001,-3.16849076499994,PUERTO DE VALLEHERMOSO,GUADIANA,RIO AZUER,,,,,,Abastecimiento,Ciudad Real,"38.8679274180001,-3.16849076499994"
38.345277652,-6.69588046499996,BROVALES,GUADIANA,ARROYO DE BROVALES,,,,,,Abastecimiento,Badajoz,"38.345277652,-6.69588046499996"
40.2743056580001,-2.95882007899996,ALMOGUERA,TAJO,RÍO TAJO,https://www.google.com/search?kgmid=/g/12283wdk,,https://www.wikidata.org/wiki/Q5672943,,,"Abastecimiento,Ganadero,Defensa frente avenidas",Guadalajara,"40.2743056580001,-2.95882007899996"
42.782028102,-0.223491101999969,BACHIMAÑA ALTO,EBRO,RÍO CALDARÉS,,,https://www.wikidata.org/wiki/Q95674644,,,"Abastecimiento,Defensa frente avenidas",Huesca,"42.782028102,-0.223491101999969"
40.6649699230001,-4.11756322999997,"JAROSA, LA",TAJO,ARROYO DE LA JAROSA,,,https://www.wikidata.org/wiki/Q1329216,Embalse de La Jarosa.JPG,https://commons.wikimedia.org/wiki/File:Embalse_de_La_Jarosa.JPG,"Abastecimiento,Defensa frente avenidas",Madrid,"40.6649699230001,-4.11756322999997"
40.6707061490001,-4.11778914799993,"JAROSA, LA",TAJO,ARROYO DE FUENTE CORNEJA,,,https://www.wikidata.org/wiki/Q1329216,Embalse de La Jarosa.JPG,https://commons.wikimedia.org/wiki/File:Embalse_de_La_Jarosa.JPG,"Abastecimiento,Defensa frente avenidas",Madrid,"40.6707061490001,-4.11778914799993"
42.198660902,-1.39084274799995,MALVECINO,EBRO,BARRANCO DE ONZANOVA,,,,,,"Abastecimiento,Defensa frente avenidas",Zaragoza,"42.198660902,-1.39084274799995"
40.9150074830001,-4.03624107199994,PONTON ALTO,DUERO,RÍO ERESMA,https://www.google.com/search?kgmid=/g/120wrl3k,,https://www.wikidata.org/wiki/Q5830615,Embalse del Pontón (9167948206).jpg,https://commons.wikimedia.org/wiki/File:Embalse_del_Pontón_(9167948206).jpg,Abastecimiento,Segovia,"40.9150074830001,-4.03624107199994"
39.8064449990001,-3.75294972199993,"CASTRO, EL",TAJO,RÍO ALGODOR,,,,,,Abastecimiento,Toledo,"39.8064449990001,-3.75294972199993"
36.960900983,-6.04259056299998,LEBRIJA,GUADALQUIVIR,,,,,,,Abastecimiento,Sevilla,"36.960900983,-6.04259056299998"
42.2903109210001,-1.58668498599997,"FERIAL, EL",EBRO,VAL DE LA FUENTE DEL FERIAL,,,,,,Abastecimiento,Navarra,"42.2903109210001,-1.58668498599997"
42.286924904,-1.58597230399994,"FERIAL, EL",EBRO,VAL DE LA FUENTE DEL FERIAL,,,,,,Abastecimiento,Navarra,"42.286924904,-1.58597230399994"
38.192427536,-2.26193352199994,TAIBILLA,SEGURA,RIO TAIBILLA,,,,,,Abastecimiento,Albacete,"38.192427536,-2.26193352199994"
41.380343456,-2.17816542799994,MONTEAGUDO DE LAS VICARIAS,EBRO,VERTIENTE POR LA MARGEN DERECHA DEL RÍO NAJIMA,,,,,,Abastecimiento,Soria,"41.380343456,-2.17816542799994"
41.386306441,-2.18959618999997,MONTEAGUDO DE LAS VICARIAS,EBRO,VERTIENTE POR LA MARGEN DERECHA DEL RÍO NAJIMA,,,,,,Abastecimiento,Soria,"41.386306441,-2.18959618999997"
38.1723978200001,-1.73353032399996,ARGOS,SEGURA,RIO ARGOS,https://www.google.com/search?kgmid=/g/1220l8n2,,https://www.wikidata.org/wiki/Q5830602,Pantano-argos-compuertas 01.jpg,https://commons.wikimedia.org/wiki/File:Pantano-argos-compuertas_01.jpg,"Abastecimiento,Defensa frente avenidas",Murcia,"38.1723978200001,-1.73353032399996"
43.089135608,-4.02396184799994,MEDIAJO,CANTABRICO OCCIDENTAL,,,,,,,Abastecimiento,Cantabria,"43.089135608,-4.02396184799994"
43.0225055220001,-2.47053633499996,URKULU,CANTABRICO ORIENTAL,TXAETA ERREKA,,,https://www.wikidata.org/wiki/Q12268686,Urkuluko uharka Anboto eta Udalatx.jpg,https://commons.wikimedia.org/wiki/File:Urkuluko_uharka_Anboto_eta_Udalatx.jpg,Abastecimiento,"Gipuzkoa,Guipúzcoa","43.0225055220001,-2.47053633499996"
42.3483453630001,-7.06397987999998,SANTA EULALIA,MIÑO-SIL,RÍO XARES,,,,,,"Abastecimiento,Hidroeléctrico",Ourense,"42.3483453630001,-7.06397987999998"
42.8660505030001,-4.52768060999995,CERVERA,DUERO,RÍO RIVERA O VENTANILLA,,,,,,"Abastecimiento,Industrial,Hidroeléctrico,Ganadero,Defensa frente avenidas",Palencia,"42.8660505030001,-4.52768060999995"
42.390996026,-7.21834378999995,MONTEFURADO,MIÑO-SIL,RÍO BIBEI,,,,,,Abastecimiento,Lugo,"42.390996026,-7.21834378999995"
38.9236610560001,-6.42868094199997,MONTIJO,GUADIANA,RIO GUADIANA,,,,,,"Abastecimiento,Defensa frente avenidas",Badajoz,"38.9236610560001,-6.42868094199997"
38.473447859,-6.92088528799997,"AGUIJON, EL",GUADIANA,RIO ALCARRACHE,,,,,,Abastecimiento,Badajoz,"38.473447859,-6.92088528799997"
42.450804406,-7.25122124099994,SEQUEIROS,MIÑO-SIL,RÍO SIL,,,,,,Abastecimiento,Lugo,"42.450804406,-7.25122124099994"
38.2573070890001,-0.791022540999961,CREVILLENTE,SEGURA,BARRANCO DEL BOSCH,,,,,,Abastecimiento,"Alacant,Alicante","38.2573070890001,-0.791022540999961"
40.670915209,0.233962578000046,ULLDECONA,JUCAR,RIU DE LA SÉNIA,,,https://www.wikidata.org/wiki/Q202052,Ulldecona.1.jpg,https://commons.wikimedia.org/wiki/File:Ulldecona.1.jpg,"Abastecimiento,Defensa frente avenidas","Castelló,Castellón","40.670915209,0.233962578000046"
40.7150019000001,-4.00500334299994,NAVACERRADA,TAJO,RÍO NAVACERRADA,,,,,,Abastecimiento,Madrid,"40.7150019000001,-4.00500334299994"
37.8054910990001,-1.96467018699997,VALDEINFIERNO,SEGURA,RIO LUCHENA,https://www.google.com/search?kgmid=/g/1228rq7r,https://www.openstreetmap.org/relation/1450307,https://www.wikidata.org/wiki/Q5490023,,,"Abastecimiento,Defensa frente avenidas",Murcia,"37.8054910990001,-1.96467018699997"
41.098764213,0.751588232000074,GUIAMETS,EBRO,RIERA DE LES OLLES,,,,,,Abastecimiento,Tarragona,"41.098764213,0.751588232000074"
43.1287549570001,-2.22691844199994,IBAI-EDER,CANTABRICO ORIENTAL,URRESTILLA IBAIA,,,,,,Abastecimiento,"Gipuzkoa,Guipúzcoa","43.1287549570001,-2.22691844199994"
40.2100666220001,-1.92215366299996,"TOBA, LA",JUCAR,RÍO JÚCAR,,,https://www.wikidata.org/wiki/Q23995855,Serranía de Cuenca 1979 06.jpg,https://commons.wikimedia.org/wiki/File:Serranía_de_Cuenca_1979_06.jpg,Abastecimiento,Cuenca,"40.2100666220001,-1.92215366299996"
37.314011421,-7.20394871099995,"MACHOS, LOS","TINTO, ODIEL Y PIEDRAS",RÍO PIEDRAS,,,,,,"Abastecimiento,Defensa frente avenidas",Huelva,"37.314011421,-7.20394871099995"
42.4564492920001,-6.81942030899995,PEÑARRUBIA,MIÑO-SIL,RÍO SIL,https://www.google.com/search?kgmid=/g/1203lz94g,,https://www.wikidata.org/wiki/Q5830543,Embalse de Peñarrubia (395260864).jpg,https://commons.wikimedia.org/wiki/File:Embalse_de_Peñarrubia_(395260864).jpg,Abastecimiento,Ourense,"42.4564492920001,-6.81942030899995"
37.8247225110001,-5.23720810199995,BEMBEZAR,GUADALQUIVIR,RÍO  BEMBÉZAR,,,https://www.wikidata.org/wiki/Q5830414,Embalsebembezar.jpg,https://commons.wikimedia.org/wiki/File:Embalsebembezar.jpg,Abastecimiento,Córdoba,"37.8247225110001,-5.23720810199995"
41.2495806650001,0.913874355000075,CIURANA,EBRO,RIU DE SIURANA,https://www.google.com/search?kgmid=/g/1hb_f69pj,https://www.openstreetmap.org/relation/5581963,https://www.wikidata.org/wiki/Q3376614,"Embasament de Surana, el Priorat.JPG","https://commons.wikimedia.org/wiki/File:Embasament_de_Surana,_el_Priorat.JPG","Abastecimiento,Defensa frente avenidas",Tarragona,"41.2495806650001,0.913874355000075"
38.679938329,-0.19178029699998,GUADALEST,JUCAR,RIU BENIARDÁ O GUADALEST,https://www.google.com/search?kgmid=/g/122vxrxt,,https://www.wikidata.org/wiki/Q3373919,Pantano de Guadalest.jpg,https://commons.wikimedia.org/wiki/File:Pantano_de_Guadalest.jpg,"Abastecimiento,Defensa frente avenidas","Alacant,Alicante","38.679938329,-0.19178029699998"
42.30237966,-0.347295588999941,SANTA MARIA BELSUE,EBRO,RÍO FLUMEN,,,,,,Abastecimiento,Huesca,"42.30237966,-0.347295588999941"
38.558512121,-3.62973097799994,"FRESNEDA, LA",GUADALQUIVIR,RÍO  JÁNDULA O FRESNEDA O JORGE,,,,,,Abastecimiento,Ciudad Real,"38.558512121,-3.62973097799994"
42.9849261200001,-1.15747190799993,IRABIA,EBRO,RÍO IRATI,,,,,,"Abastecimiento,Ganadero,Defensa frente avenidas",Navarra,"42.9849261200001,-1.15747190799993"
37.2032970490001,-3.43802682299997,QUENTAR,GUADALQUIVIR,RÍO DE AGUAS BLANCAS,,,https://www.wikidata.org/wiki/Q5369453,Embalse de Quéntar 05.JPG,https://commons.wikimedia.org/wiki/File:Embalse_de_Quéntar_05.JPG,"Abastecimiento,Ganadero,Defensa frente avenidas",Granada,"37.2032970490001,-3.43802682299997"
38.2232084,-1.59952768299996,ALFONSO XIII,SEGURA,RÍO QUIPAR O RAMBLA MULLIDAR,,,,,,"Abastecimiento,Defensa frente avenidas",Murcia,"38.2232084,-1.59952768299996"
41.337311189,-3.88541240699993,BURGOMILLODO,DUERO,RÍO DURATÓN,https://www.google.com/search?kgmid=/g/121_4pt5,https://www.openstreetmap.org/relation/4116775,https://www.wikidata.org/wiki/Q5830416,Hoces del río Duratón - 03.jpg,https://commons.wikimedia.org/wiki/File:Hoces_del_río_Duratón_-_03.jpg,Abastecimiento,Segovia,"41.337311189,-3.88541240699993"
39.363901431,-6.30464727599997,SALOR,TAJO,RÍO SALOR,https://www.google.com/search?kgmid=/g/11h70_p1q2,,https://www.wikidata.org/wiki/Q63384116,,,Abastecimiento,Cáceres,"39.363901431,-6.30464727599997"
40.347880305,-5.77448415699996,NAVAMUÑO,TAJO,SIN NOMBRE,https://www.google.com/search?kgmid=/g/122gflb1,,https://www.wikidata.org/wiki/Q5830534,Embalse de navamuño con vista del espigón de seguridad.jpg,https://commons.wikimedia.org/wiki/File:Embalse_de_navamuño_con_vista_del_espigón_de_seguridad.jpg,Abastecimiento,Salamanca,"40.347880305,-5.77448415699996"
41.006227376,-5.30342870499993,RIOLOBOS,DUERO,ARROYO DE RIOLOBOS O ARROYO DE LA DEHESA,,,,,,Abastecimiento,Salamanca,"41.006227376,-5.30342870499993"
40.9949078490001,-5.28929176699995,RIOLOBOS,DUERO,REGATO DE VALDEGOLLADO,,,,,,Abastecimiento,Salamanca,"40.9949078490001,-5.28929176699995"
36.7513393790001,-5.79558309999993,ARCOS,GUADALETE Y BARBATE,RÍO GUADALETE,,,https://www.wikidata.org/wiki/Q17279790,PresaArcos MIN-DSC06967.JPG,https://commons.wikimedia.org/wiki/File:PresaArcos_MIN-DSC06967.JPG,"Abastecimiento,Defensa frente avenidas",Cádiz,"36.7513393790001,-5.79558309999993"
36.7513900490001,-5.79150857699995,ARCOS,GUADALETE Y BARBATE,RÍO GUADALETE,,,https://www.wikidata.org/wiki/Q17279790,PresaArcos MIN-DSC06967.JPG,https://commons.wikimedia.org/wiki/File:PresaArcos_MIN-DSC06967.JPG,"Abastecimiento,Defensa frente avenidas",Cádiz,"36.7513900490001,-5.79150857699995"
42.498086748,-6.76967359799994,"CAMPAÑANA, LA",MIÑO-SIL,ARROYO DE BALÉN,https://www.google.com/search?kgmid=/g/1203m01h4,,https://www.wikidata.org/wiki/Q5830421,Embalsde la Campañana desde San Juan de Paluezas.jpg,https://commons.wikimedia.org/wiki/File:Embalsde_la_Campañana_desde_San_Juan_de_Paluezas.jpg,Abastecimiento,León,"42.498086748,-6.76967359799994"
42.50033776,-6.75720479699993,"CAMPAÑANA, LA",MIÑO-SIL,VERTIENTE POR LA MARGEN DERECHA DEL ARROYO DE LOS ÁLAMOS,https://www.google.com/search?kgmid=/g/1203m01h4,,https://www.wikidata.org/wiki/Q5830421,Embalsde la Campañana desde San Juan de Paluezas.jpg,https://commons.wikimedia.org/wiki/File:Embalsde_la_Campañana_desde_San_Juan_de_Paluezas.jpg,Abastecimiento,León,"42.50033776,-6.75720479699993"
38.563891508,-6.73651674799993,NOGALES,GUADIANA,RIVERA DO NOGALES,https://www.google.com/search?kgmid=/g/12dpx021_,,https://www.wikidata.org/wiki/Q16561606,Nogales Sequía.jpg,https://commons.wikimedia.org/wiki/File:Nogales_Sequía.jpg,"Abastecimiento,Defensa frente avenidas",Badajoz,"38.563891508,-6.73651674799993"
38.164548686,-3.99287874699996,ENCINAREJO,GUADALQUIVIR,RÍO  JÁNDULA O FRESNEDA O JORGE,,,,,,"Hidroeléctrico,Defensa frente avenidas",Jaén,"38.164548686,-3.99287874699996"
38.0434511560001,-1.29443525699998,"RODEOS, LOS",SEGURA,RIO MULA,,,https://www.wikidata.org/wiki/Q107738433,,,Abastecimiento,Murcia,"38.0434511560001,-1.29443525699998"
39.3931095610001,-5.39044150299998,CANCHO DEL FRESNO,GUADIANA,RIO RUECAS,,,,,,"Abastecimiento,Hidroeléctrico,Ganadero,Defensa frente avenidas",Cáceres,"39.3931095610001,-5.39044150299998"
40.3333175330001,-4.24917123099993,PICADAS,TAJO,RÍO ALBERCHE,https://www.google.com/search?kgmid=/g/121vl666,,https://www.wikidata.org/wiki/Q5830546,Cola del embalse de Picadas 001.jpg,https://commons.wikimedia.org/wiki/File:Cola_del_embalse_de_Picadas_001.jpg,"Abastecimiento,Ganadero,Defensa frente avenidas",Madrid,"40.3333175330001,-4.24917123099993"
42.2412072050001,-0.278563394999935,VADIELLO,EBRO,RÍO GUATIZALEMA,,,,,,"Abastecimiento,Defensa frente avenidas",Huesca,"42.2412072050001,-0.278563394999935"
38.5337220420001,-0.264786822999952,AMADORIO,JUCAR,RIU AMADORIO,,,,,,"Abastecimiento,Defensa frente avenidas","Alacant,Alicante","38.5337220420001,-0.264786822999952"
42.58555584,0.854115437000075,CAVALLERS,EBRO,LA NOGUERA DE TOR,,,,,,Hidroeléctrico,Lleida,"42.58555584,0.854115437000075"
38.68712586,-7.02207805699993,PIEDRA AGUDA,GUADIANA,RIO OLIVENZA,,,,,,"Abastecimiento,Defensa frente avenidas",Badajoz,"38.68712586,-7.02207805699993"
42.5809309520001,0.694450386000028,LLAUSET,EBRO,RÍO LLAUSET,,,,,,Hidroeléctrico,Huesca,"42.5809309520001,0.694450386000028"
42.357859342,-7.85142526699997,VELLE,MIÑO-SIL,RÍO MIÑO,,,,,,"Abastecimiento,Defensa frente avenidas",Ourense,"42.357859342,-7.85142526699997"
42.8156272250001,-0.297330793999947,RESPOMUSO,EBRO,RÍO AGUAS LIMPIAS,https://www.google.com/search?kgmid=/g/121n92_p,,https://www.wikidata.org/wiki/Q3427764,L'ivó de Respomuso i pic de Musales (cropped).jpg,https://commons.wikimedia.org/wiki/File:L'ivó_de_Respomuso_i_pic_de_Musales_(cropped).jpg,Abastecimiento,Huesca,"42.8156272250001,-0.297330793999947"
40.8194375680001,0.134230182000067,PENA,EBRO,RÍO PENA,,,,,,"Abastecimiento,Defensa frente avenidas",Teruel,"40.8194375680001,0.134230182000067"
37.449084574,-6.57274195299993,CORUMBEL BAJO,"TINTO, ODIEL Y PIEDRAS",RÍO CORUMBEL,,,,,,"Abastecimiento,Defensa frente avenidas",Huelva,"37.449084574,-6.57274195299993"
39.7999260600001,-4.08754612399997,GUAJARAZ,TAJO,ARROYO DEL GUAJARAZ,,https://www.openstreetmap.org/relation/3374623,https://www.wikidata.org/wiki/Q26904323,Pantano de Guajaraz (32153415468).jpg,https://commons.wikimedia.org/wiki/File:Pantano_de_Guajaraz_(32153415468).jpg,Abastecimiento,Toledo,"39.7999260600001,-4.08754612399997"
43.0945645850001,-8.49268471099998,VILAGUDIN,GALICIA-COSTA,RÍO PARADELA,,,,,,Abastecimiento,A Coruña,"43.0945645850001,-8.49268471099998"
40.0282904270001,-0.163969956999949,MARIA CRISTINA,JUCAR,RAMBLA DE LA VIUDA,https://www.google.com/search?kgmid=/g/120j37yv,,https://www.wikidata.org/wiki/Q5830527,Presa Pantano Maria Cristina.jpg,https://commons.wikimedia.org/wiki/File:Presa_Pantano_Maria_Cristina.jpg,"Abastecimiento,Defensa frente avenidas","Castelló,Castellón","40.0282904270001,-0.163969956999949"
37.639127269,-4.01175384999993,VIBORAS,GUADALQUIVIR,RÍO  VÍBORAS,,,,,,"Abastecimiento,Defensa frente avenidas",Jaén,"37.639127269,-4.01175384999993"
38.301870679,-6.67658085999994,VALUENGO,GUADIANA,RIO ARDILA,,,,,,"Abastecimiento,Defensa frente avenidas",Badajoz,"38.301870679,-6.67658085999994"
42.6484728770001,-6.07216067399997,VILLAMECA,DUERO,RÍO TUERTO,https://www.google.com/search?kgmid=/g/120phcs9,https://www.openstreetmap.org/relation/1386726,https://www.wikidata.org/wiki/Q5830589,Embase Villameca 18-01-2010 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:Embase_Villameca_18-01-2010_-_panoramio.jpg,"Abastecimiento,Ganadero,Defensa frente avenidas",León,"42.6484728770001,-6.07216067399997"
42.64729808,-6.06777581499995,VILLAMECA,DUERO,RÍO TUERTO,https://www.google.com/search?kgmid=/g/120phcs9,https://www.openstreetmap.org/relation/1386726,https://www.wikidata.org/wiki/Q5830589,Embase Villameca 18-01-2010 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:Embase_Villameca_18-01-2010_-_panoramio.jpg,"Abastecimiento,Ganadero,Defensa frente avenidas",León,"42.64729808,-6.06777581499995"
42.648767698,-6.05942422599998,VILLAMECA,DUERO,,,,,,,"Abastecimiento,Ganadero,Defensa frente avenidas",León,"42.648767698,-6.05942422599998"
42.767126621,-3.10021329299997,SOBRON,EBRO,RÍO EBRO,,,,,,Abastecimiento,"Araba,Álava","42.767126621,-3.10021329299997"
39.487293193,-6.29761917899998,GUADILOBA,TAJO,RÍO GUADIOLOBA,https://www.google.com/search?kgmid=/g/11h18yvys4,,https://www.wikidata.org/wiki/Q63392467,,,Abastecimiento,Cáceres,"39.487293193,-6.29761917899998"
41.5738088460001,-1.76909459999996,MAIDEVERA,EBRO,RÍO ARANDA,,,https://www.wikidata.org/wiki/Q94988427,Pantano de Maidevera - panoramio.jpg,https://commons.wikimedia.org/wiki/File:Pantano_de_Maidevera_-_panoramio.jpg,"Abastecimiento,Defensa frente avenidas",Zaragoza,"41.5738088460001,-1.76909459999996"
